sub1,sub2,sub3,sub4,sub5
-32.91717012,143.8185365,1316.030825,430.1603991,3759.62741
-4.015417195,135.9173433,1292.12151,431.0363435,3762.07022
18.39855004,132.8635368,1268.168869,431.8699594,3764.509085
39.97869701,136.9153212,1244.18054,432.6614874,3766.943955
49.08278479,142.4571055,1220.16416,433.4111685,3769.374781
61.40922409,143.2426489,1196.127368,434.1192435,3771.801515
92.65955166,134.0525845,1172.077802,434.7859534,3774.224109
136.1257574,110.1770923,1148.023099,435.4115388,3776.642513
197.63158,69.53460357,1123.970897,435.9962408,3779.056679
273.9299131,19.63439449,1099.928834,436.5403001,3781.466558
336.4870703,-25.73767864,1075.904549,437.0439576,3783.872102
387.9103495,-57.36674371,1051.905679,437.5074541,3786.273262
435.50526,-77.60614019,1027.939861,437.9310306,3788.669988
482.1946558,-92.73655225,1004.014735,438.3149278,3791.062234
517.2409667,-107.4782397,980.1379376,438.6593867,3793.449949
551.753388,-124.8582278,956.3171069,438.964648,3795.833085
572.1568231,-147.7392503,932.5598809,439.2309526,3798.211594
576.2295626,-179.4674279,908.8738976,439.4585415,3800.585426
542.6985113,-203.1274952,885.2667948,439.6476554,3802.954534
554.4518373,-203.1454507,861.7462105,439.7985351,3805.318868
537.085083,-182.8146668,838.3197825,439.9114217,3807.67838
481.2985736,-168.1232988,814.9951489,439.9865558,3810.033021
450.2913478,-185.3082154,791.7799475,440.0241784,3812.382742
460.6534788,-227.3173201,768.6818162,440.0245292,3814.727496
401.2205842,-281.6540603,745.7083931,439.9878437,3817.067239
173.812177,-342.2057794,722.8673159,439.9143564,3819.40193
29.92713054,-381.2291808,700.1662226,439.8043013,3821.731526
-105.0214877,-367.3651618,677.6127512,439.6579112,3824.055987
-178.9833797,-288.6018508,655.2145395,439.4754185,3826.375273
-217.1204619,-171.8351615,632.9792255,439.2570556,3828.689342
-489.1311607,-59.17449728,610.9144471,439.0030549,3830.998156
-755.2167828,-12.3663818,589.0278423,438.7136481,3833.301674
-741.9808789,-75.08509435,567.3270488,438.3890632,3835.599861
-814.3424745,-223.8394396,545.8197048,438.0295276,3837.892682
-838.3111504,-409.2976668,524.513448,437.6352685,3840.180101
-960.4180682,-632.9564444,503.4159164,437.2065133,3842.462083
-1215.857261,-880.4888891,482.5340673,436.7434893,3844.738593
-1154.067709,-1103.659514,461.871203,436.2464238,3847.009597
-771.222765,-1160.943868,441.4260316,435.715544,3849.275058
-827.5520783,-961.5995311,421.1955902,435.1510773,3851.534942
-939.3933726,-572.1558232,401.1767312,434.55325,3853.789215
-1012.918395,-109.9080424,381.3663069,433.9222847,3856.037845
-607.2116458,277.211268,361.7611697,433.2584029,3858.280805
-262.7625311,447.5844686,342.3581719,432.5618262,3860.518064
-337.0624733,300.8059376,323.1541658,431.8327762,3862.749594
